,Date,Season,Home,Away,Home Win By (Vegas)
10156,2013-02-08,2012,Minnesota,NewYork,-6
10157,2013-02-13,2012,Minnesota,Utah,2
10158,2013-02-20,2012,Minnesota,Philadelphia,3.5
10159,2013-02-24,2012,Minnesota,GoldenState,-2
10160,2013-03-04,2012,Minnesota,Miami,-9.5
10161,2013-03-06,2012,Minnesota,Washington,-2
10162,2013-03-10,2012,Minnesota,Dallas,-7
10163,2013-03-12,2012,Minnesota,SanAntonio,-8.5
10164,2013-03-17,2012,Minnesota,NewOrleans,1.5
10165,2013-03-24,2012,Minnesota,Chicago,3
10166,2013-03-27,2012,Minnesota,LALakers,-4.5
10167,2013-03-29,2012,Minnesota,OklahomaCity,-8.5
10168,2013-03-30,2012,Minnesota,Memphis,-4
10169,2013-04-01,2012,Minnesota,Boston,5.5
10170,2013-04-05,2012,Minnesota,Toronto,6
10171,2013-04-06,2012,Minnesota,Detroit,6.5
10172,2013-04-13,2012,Minnesota,Phoenix,4.5
10173,2013-04-15,2012,Minnesota,Utah,-4.5
10174,2012-10-31,2012,NewOrleans,SanAntonio,-7
10175,2012-11-02,2012,NewOrleans,Utah,-3.5
10176,2012-11-07,2012,NewOrleans,Philadelphia,-1.5
10177,2012-11-09,2012,NewOrleans,Charlotte,7.5
10178,2012-11-16,2012,NewOrleans,OklahomaCity,-6.5
10179,2012-11-20,2012,NewOrleans,NewYork,-7.5
10180,2012-11-28,2012,NewOrleans,Utah,-3
10181,2012-12-01,2012,NewOrleans,OklahomaCity,-8.5
10182,2012-12-03,2012,NewOrleans,Milwaukee,-4
10183,2012-12-05,2012,NewOrleans,LALakers,-4.5
10184,2012-12-07,2012,NewOrleans,Memphis,-8
10185,2012-12-11,2012,NewOrleans,Washington,5.5
10186,2012-12-14,2012,NewOrleans,Minnesota,-4.5
10187,2012-12-22,2012,NewOrleans,Indiana,-3.5
10188,2012-12-28,2012,NewOrleans,Toronto,3
10189,2013-01-01,2012,NewOrleans,Atlanta,-2
10190,2013-01-07,2012,NewOrleans,SanAntonio,-8
10191,2013-01-09,2012,NewOrleans,Houston,-2.5
10192,2013-01-11,2012,NewOrleans,Minnesota,3
10193,2013-01-19,2012,NewOrleans,GoldenState,5
10194,2013-01-21,2012,NewOrleans,Sacramento,5.5
10195,2013-01-25,2012,NewOrleans,Houston,2.5
10196,2013-02-06,2012,NewOrleans,Phoenix,6.5
10197,2013-02-13,2012,NewOrleans,Portland,4.5
10198,2013-02-19,2012,NewOrleans,Chicago,-1
10199,2013-02-22,2012,NewOrleans,Dallas,-1
10200,2013-02-24,2012,NewOrleans,Sacramento,7
10201,2013-02-26,2012,NewOrleans,Brooklyn,3
10202,2013-03-01,2012,NewOrleans,Detroit,3.5
10203,2013-03-04,2012,NewOrleans,Orlando,9
10204,2013-03-06,2012,NewOrleans,LALakers,-2
10205,2013-03-10,2012,NewOrleans,Portland,-3.5
10206,2013-03-18,2012,NewOrleans,GoldenState,-3.5
10207,2013-03-20,2012,NewOrleans,Boston,-5
10208,2013-03-22,2012,NewOrleans,Memphis,-6
10209,2013-03-25,2012,NewOrleans,Denver,-7
10210,2013-03-27,2012,NewOrleans,LAClippers,-5.5
10211,2013-03-29,2012,NewOrleans,Miami,-7.5
10212,2013-03-31,2012,NewOrleans,Cleveland,5.5
10213,2013-04-12,2012,NewOrleans,LAClippers,-9
10214,2013-04-14,2012,NewOrleans,Dallas,-3.5
10215,2012-11-02,2012,NewYork,Miami,-6
10216,2012-11-04,2012,NewYork,Philadelphia,3.5
10217,2012-11-09,2012,NewYork,Dallas,6.5
10218,2012-11-18,2012,NewYork,Indiana,7.5
10219,2012-11-25,2012,NewYork,Detroit,11
10220,2012-11-30,2012,NewYork,Washington,12.5
10221,2012-12-02,2012,NewYork,Phoenix,11.5
10222,2012-12-09,2012,NewYork,Denver,4
10223,2012-12-13,2012,NewYork,LALakers,5.5
10224,2012-12-15,2012,NewYork,Cleveland,10.5
10225,2012-12-17,2012,NewYork,Houston,7.5
10226,2012-12-19,2012,NewYork,Brooklyn,6
10227,2012-12-21,2012,NewYork,Chicago,6
10228,2012-12-23,2012,NewYork,Minnesota,8
10229,2013-01-01,2012,NewYork,Portland,9.5
10230,2013-01-03,2012,NewYork,SanAntonio,-1
10231,2013-01-07,2012,NewYork,Boston,7.5
10232,2013-01-11,2012,NewYork,Chicago,4.5
10233,2013-01-13,2012,NewYork,NewOrleans,7
10234,2013-01-21,2012,NewYork,Brooklyn,3.5
10235,2013-01-27,2012,NewYork,Atlanta,5.5
10236,2013-01-30,2012,NewYork,Orlando,8.5
10237,2013-02-01,2012,NewYork,Milwaukee,4.5
10238,2013-02-02,2012,NewYork,Sacramento,11
10239,2013-02-04,2012,NewYork,Detroit,10
10240,2013-02-10,2012,NewYork,LAClippers,3.5
10241,2013-02-13,2012,NewYork,Toronto,8
10242,2013-02-24,2012,NewYork,Philadelphia,11
10243,2013-02-27,2012,NewYork,GoldenState,7.5
10244,2013-03-03,2012,NewYork,Miami,-4.5
10245,2013-03-07,2012,NewYork,OklahomaCity,-8
10246,2013-03-09,2012,NewYork,Utah,6
10247,2013-03-20,2012,NewYork,Orlando,11
10248,2013-03-23,2012,NewYork,Toronto,7
10249,2013-03-27,2012,NewYork,Memphis,-1
10250,2013-03-29,2012,NewYork,Charlotte,14
10251,2013-03-31,2012,NewYork,Boston,6.5
10252,2013-04-05,2012,NewYork,Milwaukee,7
10253,2013-04-09,2012,NewYork,Washington,8.5
10254,2013-04-14,2012,NewYork,Indiana,3
10255,2013-04-17,2012,NewYork,Atlanta,5.5
10256,2012-11-02,2012,OklahomaCity,Portland,8.5
10257,2012-11-04,2012,OklahomaCity,Atlanta,9.5
10258,2012-11-06,2012,OklahomaCity,Toronto,9
10259,2012-11-09,2012,OklahomaCity,Detroit,11.5
10260,2012-11-11,2012,OklahomaCity,Cleveland,10
10261,2012-11-14,2012,OklahomaCity,Memphis,5.5
10262,2012-11-18,2012,OklahomaCity,GoldenState,9.5
10263,2012-11-21,2012,OklahomaCity,LAClippers,3.5
10264,2012-11-26,2012,OklahomaCity,Charlotte,11.5
10265,2012-11-28,2012,OklahomaCity,Houston,10.5
10266,2012-11-30,2012,OklahomaCity,Utah,9.5
10267,2012-12-07,2012,OklahomaCity,LALakers,7.5
10268,2012-12-09,2012,OklahomaCity,Indiana,10
10269,2012-12-12,2012,OklahomaCity,NewOrleans,14.5
10270,2012-12-14,2012,OklahomaCity,Sacramento,13
10271,2012-12-17,2012,OklahomaCity,SanAntonio,5.5
10272,2012-12-27,2012,OklahomaCity,Dallas,10.5
10273,2012-12-31,2012,OklahomaCity,Phoenix,12.5
10274,2013-01-02,2012,OklahomaCity,Brooklyn,10
10275,2013-01-04,2012,OklahomaCity,Philadelphia,11
10276,2013-01-09,2012,OklahomaCity,Minnesota,12.5
10277,2013-01-16,2012,OklahomaCity,Denver,9
10278,2013-01-31,2012,OklahomaCity,Memphis,9.5
10279,2013-02-04,2012,OklahomaCity,Dallas,8
10280,2013-02-06,2012,OklahomaCity,GoldenState,11
10281,2013-02-08,2012,OklahomaCity,Phoenix,14
10282,2013-02-14,2012,OklahomaCity,Miami,5.5
10283,2013-02-22,2012,OklahomaCity,Minnesota,14
10284,2013-02-24,2012,OklahomaCity,Chicago,9.5
10285,2013-02-27,2012,OklahomaCity,NewOrleans,15
10286,2013-03-05,2012,OklahomaCity,LALakers,9.5
10287,2013-03-10,2012,OklahomaCity,Boston,11
10288,2013-03-13,2012,OklahomaCity,Utah,13.5
10289,2013-03-15,2012,OklahomaCity,Orlando,17.5
10290,2013-03-19,2012,OklahomaCity,Denver,9.5
10291,2013-03-24,2012,OklahomaCity,Portland,11
10292,2013-03-27,2012,OklahomaCity,Washington,15
10293,2013-04-04,2012,OklahomaCity,SanAntonio,7.5
10294,2013-04-07,2012,OklahomaCity,NewYork,7.5
10295,2013-04-15,2012,OklahomaCity,Sacramento,15
10296,2013-04-17,2012,OklahomaCity,Milwaukee,3.5
10297,2012-11-02,2012,Orlando,Denver,-6
10298,2012-11-04,2012,Orlando,Phoenix,pk
10299,2012-11-09,2012,Orlando,Brooklyn,-2.5
10300,2012-11-13,2012,Orlando,NewYork,-7
10301,2012-11-21,2012,Orlando,Detroit,1
10302,2012-11-23,2012,Orlando,Cleveland,4.5
10303,2012-11-25,2012,Orlando,Boston,-5.5
10304,2012-11-28,2012,Orlando,SanAntonio,-7.5
10305,2012-11-30,2012,Orlando,Brooklyn,-5
10306,2012-12-12,2012,Orlando,Atlanta,-5
10307,2012-12-14,2012,Orlando,GoldenState,-4
10308,2012-12-17,2012,Orlando,Minnesota,-4
10309,2012-12-19,2012,Orlando,Washington,7.5
10310,2012-12-23,2012,Orlando,Utah,1
10311,2012-12-26,2012,Orlando,NewOrleans,3
10312,2012-12-29,2012,Orlando,Toronto,3
10313,2012-12-31,2012,Orlando,Miami,-9.5
10314,2013-01-02,2012,Orlando,Chicago,-2.5
10315,2013-01-05,2012,Orlando,NewYork,-6.5
10316,2013-01-16,2012,Orlando,Indiana,-2
10317,2013-01-18,2012,Orlando,Charlotte,7
10318,2013-01-20,2012,Orlando,Dallas,-3
10319,2013-01-24,2012,Orlando,Toronto,4
10320,2013-01-27,2012,Orlando,Detroit,2
10321,2013-02-06,2012,Orlando,LAClippers,-5
10322,2013-02-10,2012,Orlando,Portland,-3
10323,2013-02-13,2012,Orlando,Atlanta,-2.5
10324,2013-02-19,2012,Orlando,Charlotte,5
10325,2013-02-23,2012,Orlando,Cleveland,-5
10326,2013-02-27,2012,Orlando,Sacramento,2
10327,2013-03-01,2012,Orlando,Houston,-9
10328,2013-03-03,2012,Orlando,Memphis,-9
10329,2013-03-08,2012,Orlando,Indiana,-9.5
10330,2013-03-10,2012,Orlando,Philadelphia,-1
10331,2013-03-12,2012,Orlando,LALakers,-8.5
10332,2013-03-22,2012,Orlando,OklahomaCity,-14
10333,2013-03-25,2012,Orlando,Miami,-12
10334,2013-03-29,2012,Orlando,Washington,-4
10335,2013-04-10,2012,Orlando,Milwaukee,-5
10336,2013-04-13,2012,Orlando,Boston,-4.5
10337,2013-04-15,2012,Orlando,Chicago,-5.5
10338,2012-10-31,2012,Philadelphia,Denver,-2
10339,2012-11-05,2012,Philadelphia,NewYork,2.5
10340,2012-11-12,2012,Philadelphia,Milwaukee,4
10341,2012-11-14,2012,Philadelphia,Detroit,8
10342,2012-11-16,2012,Philadelphia,Utah,1.5
10343,2012-11-18,2012,Philadelphia,Cleveland,6.5
10344,2012-11-20,2012,Philadelphia,Toronto,5.5
10345,2012-11-24,2012,Philadelphia,OklahomaCity,-4.5
10346,2012-11-25,2012,Philadelphia,Phoenix,4
10347,2012-11-27,2012,Philadelphia,Dallas,3
10348,2012-12-04,2012,Philadelphia,Minnesota,3
10349,2012-12-07,2012,Philadelphia,Boston,-2
10350,2012-12-10,2012,Philadelphia,Detroit,5.5
10351,2012-12-12,2012,Philadelphia,Chicago,2
10352,2012-12-16,2012,Philadelphia,LALakers,-3.5
10353,2012-12-21,2012,Philadelphia,Atlanta,-2
10354,2013-01-08,2012,Philadelphia,Brooklyn,1.5
10355,2013-01-12,2012,Philadelphia,Houston,1
10356,2013-01-15,2012,Philadelphia,NewOrleans,3
10357,2013-01-18,2012,Philadelphia,Toronto,4.5
10358,2013-01-21,2012,Philadelphia,SanAntonio,-6
10359,2013-01-26,2012,Philadelphia,NewYork,-4
10360,2013-01-28,2012,Philadelphia,Memphis,-1
10361,2013-01-30,2012,Philadelphia,Washington,4
10362,2013-02-01,2012,Philadelphia,Sacramento,6
10363,2013-02-04,2012,Philadelphia,Orlando,10
10364,2013-02-06,2012,Philadelphia,Indiana,2
10365,2013-02-09,2012,Philadelphia,Charlotte,10
10366,2013-02-11,2012,Philadelphia,LAClippers,-5
10367,2013-02-23,2012,Philadelphia,Miami,-8
10368,2013-02-26,2012,Philadelphia,Orlando,8.5
10369,2013-03-02,2012,Philadelphia,GoldenState,-2
10370,2013-03-05,2012,Philadelphia,Boston,-2.5
10371,2013-03-11,2012,Philadelphia,Brooklyn,-6.5
10372,2013-03-13,2012,Philadelphia,Miami,-8
10373,2013-03-16,2012,Philadelphia,Indiana,-5.5
10374,2013-03-18,2012,Philadelphia,Portland,1
10375,2013-03-27,2012,Philadelphia,Milwaukee,-1
10376,2013-03-30,2012,Philadelphia,Charlotte,10
10377,2013-04-10,2012,Philadelphia,Atlanta,-3.5
10378,2013-04-14,2012,Philadelphia,Cleveland,6
10379,2012-10-31,2012,Phoenix,GoldenState,2
10380,2012-11-02,2012,Phoenix,Detroit,4.5
10381,2012-11-09,2012,Phoenix,Cleveland,3
10382,2012-11-12,2012,Phoenix,Denver,-4.5
10383,2012-11-14,2012,Phoenix,Chicago,-3
10384,2012-11-17,2012,Phoenix,Miami,-6.5
10385,2012-11-21,2012,Phoenix,Portland,2.5
10386,2012-11-23,2012,Phoenix,NewOrleans,5.5
10387,2012-12-06,2012,Phoenix,Dallas,4
10388,2012-12-09,2012,Phoenix,Orlando,4.5
10389,2012-12-12,2012,Phoenix,Memphis,-6.5
10390,2012-12-14,2012,Phoenix,Utah,-2.5
10391,2012-12-17,2012,Phoenix,Sacramento,7
10392,2012-12-19,2012,Phoenix,Charlotte,9
10393,2012-12-23,2012,Phoenix,LAClippers,-6.5
10394,2012-12-26,2012,Phoenix,NewYork,2
10395,2013-01-02,2012,Phoenix,Philadelphia,4.5
10396,2013-01-04,2012,Phoenix,Utah,1.5
10397,2013-01-06,2012,Phoenix,Memphis,-4.5
10398,2013-01-14,2012,Phoenix,OklahomaCity,-5.5
10399,2013-01-17,2012,Phoenix,Milwaukee,-1
10400,2013-01-24,2012,Phoenix,LAClippers,-6.5
10401,2013-01-30,2012,Phoenix,LALakers,-3
10402,2013-02-01,2012,Phoenix,Dallas,2.5
10403,2013-02-10,2012,Phoenix,OklahomaCity,-8
10404,2013-02-22,2012,Phoenix,Boston,-1
10405,2013-02-24,2012,Phoenix,SanAntonio,-9
10406,2013-02-26,2012,Phoenix,Minnesota,1.5
10407,2013-03-01,2012,Phoenix,Atlanta,-4
10408,2013-03-06,2012,Phoenix,Toronto,1
10409,2013-03-09,2012,Phoenix,Houston,-6.5
10410,2013-03-11,2012,Phoenix,Denver,-9
10411,2013-03-18,2012,Phoenix,LALakers,-4
10412,2013-03-20,2012,Phoenix,Washington,pk
10413,2013-03-22,2012,Phoenix,Minnesota,1.5
10414,2013-03-24,2012,Phoenix,Brooklyn,-6
10415,2013-03-28,2012,Phoenix,Sacramento,-3.5
10416,2013-03-30,2012,Phoenix,Indiana,-10
10417,2013-04-05,2012,Phoenix,GoldenState,-8
10418,2013-04-07,2012,Phoenix,NewOrleans,-2.5
10419,2013-04-15,2012,Phoenix,Houston,-8
10420,2012-10-31,2012,Portland,LALakers,-2
10421,2012-11-08,2012,Portland,LAClippers,pk
10422,2012-11-10,2012,Portland,SanAntonio,-2.5
10423,2012-11-12,2012,Portland,Atlanta,2.5
10424,2012-11-16,2012,Portland,Houston,2
10425,2012-11-18,2012,Portland,Chicago,2
10426,2012-11-23,2012,Portland,Minnesota,1.5
10427,2012-12-08,2012,Portland,Sacramento,7
10428,2012-12-10,2012,Portland,Toronto,2.5
10429,2012-12-13,2012,Portland,SanAntonio,-7
10430,2012-12-16,2012,Portland,NewOrleans,5
10431,2012-12-20,2012,Portland,Denver,-6
10432,2012-12-22,2012,Portland,Phoenix,4.5
10433,2012-12-26,2012,Portland,Sacramento,7.5
10434,2012-12-29,2012,Portland,Philadelphia,3.5
10435,2013-01-07,2012,Portland,Orlando,6.5
10436,2013-01-10,2012,Portland,Miami,-3.5
10437,2013-01-13,2012,Portland,OklahomaCity,-4
10438,2013-01-16,2012,Portland,Cleveland,6
10439,2013-01-19,2012,Portland,Milwaukee,4.5
10440,2013-01-21,2012,Portland,Washington,7
10441,2013-01-23,2012,Portland,Indiana,1
10442,2013-01-26,2012,Portland,LAClippers,-1
10443,2013-01-29,2012,Portland,Dallas,3
10444,2013-02-02,2012,Portland,Utah,4.5
10445,2013-02-19,2012,Portland,Phoenix,6.5
10446,2013-02-24,2012,Portland,Boston,1.5
10447,2013-02-27,2012,Portland,Denver,-2.5
10448,2013-03-02,2012,Portland,Minnesota,8
10449,2013-03-04,2012,Portland,Charlotte,13.5
10450,2013-03-12,2012,Portland,Memphis,-1.5
10451,2013-03-14,2012,Portland,NewYork,7
10452,2013-03-16,2012,Portland,Detroit,10
10453,2013-03-27,2012,Portland,Brooklyn,3.5
10454,2013-03-29,2012,Portland,Utah,1.5
10455,2013-04-03,2012,Portland,Memphis,-7.5
10456,2013-04-05,2012,Portland,Houston,-5.5
10457,2013-04-07,2012,Portland,Dallas,-4
10458,2013-04-10,2012,Portland,LALakers,-6.5
10459,2013-04-12,2012,Portland,OklahomaCity,-9.5
10460,2013-04-17,2012,Portland,GoldenState,-8.5
10461,2012-11-05,2012,Sacramento,GoldenState,2
10462,2012-11-07,2012,Sacramento,Detroit,7
10463,2012-11-09,2012,Sacramento,SanAntonio,-6
10464,2012-11-13,2012,Sacramento,Portland,2
10465,2012-11-16,2012,Sacramento,Atlanta,-2
10466,2012-11-18,2012,Sacramento,Brooklyn,-3.5
10467,2012-11-21,2012,Sacramento,LALakers,-5.5
10468,2012-11-24,2012,Sacramento,Utah,-1
10469,2012-11-27,2012,Sacramento,Minnesota,1
10470,2012-11-30,2012,Sacramento,Indiana,-1.5
10471,2012-12-05,2012,Sacramento,Toronto,2.5
10472,2012-12-07,2012,Sacramento,Orlando,3
10473,2012-12-16,2012,Sacramento,Denver,-4.5
10474,2012-12-19,2012,Sacramento,GoldenState,-3.5
10475,2012-12-23,2012,Sacramento,Portland,1
10476,2012-12-28,2012,Sacramento,NewYork,-3
10477,2012-12-30,2012,Sacramento,Boston,-3
10478,2013-01-07,2012,Sacramento,Memphis,-3.5
10479,2013-01-10,2012,Sacramento,Dallas,2.5
10480,2013-01-12,2012,Sacramento,Miami,-7.5
10481,2013-01-14,2012,Sacramento,Cleveland,6.5
10482,2013-01-16,2012,Sacramento,Washington,5
10483,2013-01-23,2012,Sacramento,Phoenix,3
10484,2013-01-25,2012,Sacramento,OklahomaCity,-9.5
10485,2013-02-09,2012,Sacramento,Utah,1.5
10486,2013-02-10,2012,Sacramento,Houston,-6.5
10487,2013-02-19,2012,Sacramento,SanAntonio,-9
10488,2013-03-03,2012,Sacramento,Charlotte,7.5
10489,2013-03-05,2012,Sacramento,Denver,-4.5
10490,2013-03-08,2012,Sacramento,Phoenix,7.5
10491,2013-03-10,2012,Sacramento,Milwaukee,1
10492,2013-03-13,2012,Sacramento,Chicago,-4
10493,2013-03-19,2012,Sacramento,LAClippers,-8.5
10494,2013-03-21,2012,Sacramento,Minnesota,6
10495,2013-03-24,2012,Sacramento,Philadelphia,3.5
10496,2013-03-30,2012,Sacramento,LALakers,-2.5
10497,2013-04-03,2012,Sacramento,Houston,-4
10498,2013-04-05,2012,Sacramento,Dallas,1
10499,2013-04-07,2012,Sacramento,Memphis,-5.5
10500,2013-04-10,2012,Sacramento,NewOrleans,5.5
10501,2013-04-17,2012,Sacramento,LAClippers,-7
10502,2012-11-01,2012,SanAntonio,OklahomaCity,2
10503,2012-11-03,2012,SanAntonio,Utah,7.5
10504,2012-11-05,2012,SanAntonio,Indiana,8.5
10505,2012-11-15,2012,SanAntonio,NewYork,5.5
10506,2012-11-17,2012,SanAntonio,Denver,6
10507,2012-11-19,2012,SanAntonio,LAClippers,4.5
10508,2012-12-01,2012,SanAntonio,Memphis,6
10509,2012-12-05,2012,SanAntonio,Milwaukee,8.5
10510,2012-12-07,2012,SanAntonio,Houston,8.5
10511,2012-12-15,2012,SanAntonio,Boston,9
10512,2012-12-21,2012,SanAntonio,NewOrleans,13.5
10513,2012-12-23,2012,SanAntonio,Dallas,11
10514,2012-12-26,2012,SanAntonio,Toronto,14
10515,2012-12-28,2012,SanAntonio,Houston,8
10516,2012-12-31,2012,SanAntonio,Brooklyn,9
10517,2013-01-05,2012,SanAntonio,Philadelphia,13.5
10518,2013-01-09,2012,SanAntonio,LALakers,13.5
10519,2013-01-13,2012,SanAntonio,Minnesota,12
10520,2013-01-16,2012,SanAntonio,Memphis,5.5
10521,2013-01-18,2012,SanAntonio,GoldenState,11.5
10522,2013-01-23,2012,SanAntonio,NewOrleans,8.5
10523,2013-01-26,2012,SanAntonio,Phoenix,9
10524,2013-01-30,2012,SanAntonio,Charlotte,14.5
10525,2013-02-02,2012,SanAntonio,Washington,12.5
10526,2013-02-27,2012,SanAntonio,Phoenix,16.5
10527,2013-03-01,2012,SanAntonio,Sacramento,14.5
10528,2013-03-03,2012,SanAntonio,Detroit,13
10529,2013-03-06,2012,SanAntonio,Chicago,8
10530,2013-03-08,2012,SanAntonio,Portland,11.5
10531,2013-03-11,2012,SanAntonio,OklahomaCity,2.5
10532,2013-03-14,2012,SanAntonio,Dallas,9.5
10533,2013-03-16,2012,SanAntonio,Cleveland,15
10534,2013-03-20,2012,SanAntonio,GoldenState,8
10535,2013-03-22,2012,SanAntonio,Utah,11.5
10536,2013-03-27,2012,SanAntonio,Denver,6.5
10537,2013-03-29,2012,SanAntonio,LAClippers,4
10538,2013-03-31,2012,SanAntonio,Miami,9
10539,2013-04-03,2012,SanAntonio,Orlando,12.5
10540,2013-04-06,2012,SanAntonio,Atlanta,10.5
10541,2013-04-12,2012,SanAntonio,Sacramento,11.5
10542,2013-04-17,2012,SanAntonio,Minnesota,9.5
10543,2012-10-31,2012,Toronto,Indiana,-1
10544,2012-11-04,2012,Toronto,Minnesota,3.5
10545,2012-11-10,2012,Toronto,Philadelphia,2.5
10546,2012-11-12,2012,Toronto,Utah,-3
10547,2012-11-18,2012,Toronto,Orlando,4
10548,2012-11-25,2012,Toronto,SanAntonio,-6
10549,2012-11-30,2012,Toronto,Phoenix,3
10550,2012-12-12,2012,Toronto,Brooklyn,-7
10551,2012-12-14,2012,Toronto,Dallas,-5
10552,2012-12-16,2012,Toronto,Houston,-4
10553,2012-12-19,2012,Toronto,Detroit,3
10554,2012-12-21,2012,Toronto,Orlando,3.5
10555,2013-01-02,2012,Toronto,Portland,4
10556,2013-01-04,2012,Toronto,Sacramento,7
10557,2013-01-06,2012,Toronto,OklahomaCity,-6.5
10558,2013-01-09,2012,Toronto,Philadelphia,5
10559,2013-01-11,2012,Toronto,Charlotte,8
10560,2013-01-13,2012,Toronto,Milwaukee,3
10561,2013-01-16,2012,Toronto,Chicago,-4.5
10562,2013-01-20,2012,Toronto,LALakers,-4.5
10563,2013-01-26,2012,Toronto,Cleveland,7
10564,2013-01-28,2012,Toronto,GoldenState,-2.5
10565,2013-02-01,2012,Toronto,LAClippers,-4
10566,2013-02-03,2012,Toronto,Miami,-5.5
10567,2013-02-06,2012,Toronto,Boston,3.5
10568,2013-02-10,2012,Toronto,NewOrleans,3.5
10569,2013-02-12,2012,Toronto,Denver,1.5
10570,2013-02-20,2012,Toronto,Memphis,-1
10571,2013-02-22,2012,Toronto,NewYork,-1.5
10572,2013-02-25,2012,Toronto,Washington,5.5
10573,2013-03-01,2012,Toronto,Indiana,-2
10574,2013-03-10,2012,Toronto,Cleveland,5.5
10575,2013-03-15,2012,Toronto,Charlotte,12.5
10576,2013-03-17,2012,Toronto,Miami,-7
10577,2013-03-22,2012,Toronto,NewYork,1
10578,2013-03-27,2012,Toronto,Atlanta,-2.5
10579,2013-04-01,2012,Toronto,Detroit,7
10580,2013-04-03,2012,Toronto,Washington,4.5
10581,2013-04-12,2012,Toronto,Chicago,2.5
10582,2013-04-14,2012,Toronto,Brooklyn,-4
10583,2013-04-17,2012,Toronto,Boston,6
10584,2012-10-31,2012,Utah,Dallas,8
10585,2012-11-07,2012,Utah,LALakers,3
10586,2012-11-10,2012,Utah,Phoenix,8.5
10587,2012-11-19,2012,Utah,Houston,6
10588,2012-11-23,2012,Utah,Sacramento,9
10589,2012-11-26,2012,Utah,Denver,3
10590,2012-12-03,2012,Utah,LAClippers,-2
10591,2012-12-05,2012,Utah,Orlando,8
10592,2012-12-07,2012,Utah,Toronto,6.5
10593,2012-12-12,2012,Utah,SanAntonio,-4
10594,2012-12-15,2012,Utah,Memphis,2
10595,2012-12-26,2012,Utah,GoldenState,4
10596,2012-12-28,2012,Utah,LAClippers,-3
10597,2013-01-02,2012,Utah,Minnesota,3
10598,2013-01-07,2012,Utah,Dallas,5
10599,2013-01-14,2012,Utah,Miami,-2.5
10600,2013-01-19,2012,Utah,Cleveland,8.5
10601,2013-01-23,2012,Utah,Washington,7
10602,2013-01-26,2012,Utah,Indiana,2
10603,2013-01-28,2012,Utah,Houston,3.5
10604,2013-01-30,2012,Utah,NewOrleans,8
10605,2013-02-01,2012,Utah,Portland,5
10606,2013-02-04,2012,Utah,Sacramento,9
10607,2013-02-06,2012,Utah,Milwaukee,5.5
10608,2013-02-08,2012,Utah,Chicago,4.5
10609,2013-02-12,2012,Utah,OklahomaCity,-6
10610,2013-02-19,2012,Utah,GoldenState,3.5
10611,2013-02-25,2012,Utah,Boston,7.5
10612,2013-02-27,2012,Utah,Atlanta,3.5
10613,2013-03-01,2012,Utah,Charlotte,9
10614,2013-03-11,2012,Utah,Detroit,11
10615,2013-03-16,2012,Utah,Memphis,2.5
10616,2013-03-18,2012,Utah,NewYork,10.5
10617,2013-03-25,2012,Utah,Philadelphia,7.5
10618,2013-03-27,2012,Utah,Phoenix,13.5
10619,2013-03-30,2012,Utah,Brooklyn,4
10620,2013-04-01,2012,Utah,Portland,10.5
10621,2013-04-03,2012,Utah,Denver,3
10622,2013-04-05,2012,Utah,NewOrleans,8
10623,2013-04-09,2012,Utah,OklahomaCity,-3.5
10624,2013-04-12,2012,Utah,Minnesota,9.5
10625,2012-11-03,2012,Washington,Boston,-5.5
10626,2012-11-09,2012,Washington,Milwaukee,-3.5
10627,2012-11-17,2012,Washington,Utah,-3.5
10628,2012-11-19,2012,Washington,Indiana,-3
10629,2012-11-24,2012,Washington,Charlotte,4.5
10630,2012-11-26,2012,Washington,SanAntonio,-7
10631,2012-11-28,2012,Washington,Portland,-3
10632,2012-12-04,2012,Washington,Miami,-10
10633,2012-12-08,2012,Washington,GoldenState,-4.5
10634,2012-12-14,2012,Washington,LALakers,-6.5
10635,2012-12-18,2012,Washington,Atlanta,-7
10636,2012-12-22,2012,Washington,Detroit,-1
10637,2012-12-26,2012,Washington,Cleveland,1.5
10638,2012-12-28,2012,Washington,Orlando,-1.5
10639,2013-01-01,2012,Washington,Dallas,-4
10640,2013-01-04,2012,Washington,Brooklyn,-6
10641,2013-01-07,2012,Washington,OklahomaCity,-12
10642,2013-01-12,2012,Washington,Atlanta,-3
10643,2013-01-14,2012,Washington,Orlando,1.5
10644,2013-01-25,2012,Washington,Minnesota,6.5
10645,2013-01-26,2012,Washington,Chicago,-1.5
10646,2013-01-28,2012,Washington,Sacramento,7.5
10647,2013-02-04,2012,Washington,LAClippers,-3
10648,2013-02-06,2012,Washington,NewYork,-4.5
10649,2013-02-08,2012,Washington,Brooklyn,1.5
10650,2013-02-19,2012,Washington,Toronto,3
10651,2013-02-22,2012,Washington,Denver,-3
10652,2013-02-23,2012,Washington,Houston,-1
10653,2013-02-27,2012,Washington,Detroit,6.5
10654,2013-03-01,2012,Washington,NewYork,-3
10655,2013-03-03,2012,Washington,Philadelphia,6
10656,2013-03-09,2012,Washington,Charlotte,11
10657,2013-03-13,2012,Washington,Milwaukee,-1.5
10658,2013-03-15,2012,Washington,NewOrleans,3.5
10659,2013-03-16,2012,Washington,Phoenix,7.5
10660,2013-03-25,2012,Washington,Memphis,-5
10661,2013-03-31,2012,Washington,Toronto,3.5
10662,2013-04-02,2012,Washington,Chicago,2
10663,2013-04-06,2012,Washington,Indiana,-4
